,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
2018,"High END IN ""HIGH WEST""",https://www.immobilienscout24.de/expose/115235727,1236.65,163.35,0.0,1400.0,3 x Nettokaltmieten,2,46.67,2,,,,True,2019.0,,Erstbezug,Fußbodenheizung,Fernwärme,,,,selectberlin residential GmbH Bleibtreustr. 15/16 10623 Berlin,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10711 Berlin,,Wilmersdorf,Wilmersdorf,26.497750160702807,ChWi,Wilmd
2020,Wunderschöne und ruhige 2-Zimmer-Altbauwohnung im beliebten Prenzlauer Berg,https://www.immobilienscout24.de/expose/115236440,765.0,120.0,0.0,885.0,3 Nettokaltmieten,1 von 5,62.5,2,,1.0,,,1900.0,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,112.9,,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10437 Berlin,,Prenzlauer Berg,Prenzlauer Berg,12.24,Pank,Prenz
2021,"High END IN ""HIGH WEST""",https://www.immobilienscout24.de/expose/115236546,1737.29,248.19,0.0,1985.48,3 Nettokaltmieten,7,70.91,2,,,,True,2019.0,,Erstbezug,Fußbodenheizung,Fernwärme,,Bedarfsausweis,,selectberlin residential GmbH Bleibtreustr. 15/16 10623 Berlin,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10711 Berlin,,Wilmersdorf,Wilmersdorf,24.499929488083488,ChWi,Wilmd
2028,"Schöne, vollständig renovierte 2,5-Zimmer-Wohnung zur Miete in Staaken (Spandau), Berlin",https://www.immobilienscout24.de/expose/115380484,700.0,280.0,0.0,980.0,2000,3 von 3,73.0,"2,5",,1.0,,True,1980.0,2018.0,Vollständig renoviert,Öl-Heizung,Öl,,,,,"13591 Berlin, Staaken (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13591 Berlin,,Staaken,Spandau,9.58904109589041,Span,Spand
2043,"Exklusive, geräumige und modernisierte 1-Zimmer-Wohnung mit Balkon in Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/115226857,842.0,154.0,0.0,996.0,1488,1 von 1,58.0,1,1.0,1.0,True,,,2010.0,Modernisiert,,,liegt vor,,,LB Property & More Company,"10709 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10709 Berlin,,Wilmersdorf,Wilmersdorf,14.517241379310345,ChWi,Wilmd
2055,"Verkehrsgünstige 3-Zimmer-Wohnung mit Balkon und Einbauküche in Tiergarten, Berlin",https://www.immobilienscout24.de/expose/115218953,891.27,269.34,0.0,1160.61,3x Nettokaltmiete,4 von 6,66.02,"2,5",,1.0,True,True,,,,,,,,,,"10551 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10551 Berlin,,Tiergarten,Tiergarten,13.5,Mitt,Tierg
2062,Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221078,1127.3,123.54,92.66,1343.5,2xNKM,4 von 8,61.77,2,1.0,1.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"10967 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10967 Berlin,,Neukölln,Neukölln,18.249959527278612,Neuk,Neukö
2085,Helle Dachgeschosswohnung mit großer Terrasse,https://www.immobilienscout24.de/expose/115206636,1990.0,240.0,0.0,2230.0,45000,6 von 6,110.0,3,2.0,1.0,,,1870.0,,,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,,Hagl Immobilien Lindwurmstraße 167 80337 München,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10247 Berlin,,Friedrichshain,Friedrichshain,18.09090909090909,FrKr,Frhai
2095,Schöne Wohnung in Weissensee!,https://www.immobilienscout24.de/expose/115179861,836.0,200.0,,1036.0,1672.00,2,76.0,3,2.0,1.0,True,,,,Gepflegt,,,liegt vor,,,Immogramm Jürgen Jermis GmbH Villenstraße 7-9 67657 Kaiserslautern,"13086 Berlin, Weißensee (Weißensee) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13086 Berlin,,Weißensee,Weißensee,11.0,Pank,Weißs
2100,"Bildschöne Altbauwohnung mit tollem Grundriss, Balkon und EBK - sonniges 2.OG/Trützschlerstraße!",https://www.immobilienscout24.de/expose/115182261,949.32,82.0,116.0,1147.32,3 Nettokaltmieten,2,82.91,3,2.0,1.0,,True,1928.0,2018.0,Saniert,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,95.0,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","12487 Berlin, Johannisthal (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12487 Berlin,,Johannisthal,Alt-Treptow,11.45000603063563,TrKö,Alttr
2103,"WBS erforderlich! Neu saniert, mit Balkon, tollem Grundriss und EBK - nahe Schäfersee!",https://www.immobilienscout24.de/expose/115184263,541.99,189.76,91.51,823.26,3 Nettokaltmieten,,73.44,3,2.0,1.0,,True,1976.0,2020.0,Vollständig renoviert,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,145.0,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13409 Berlin,,Reinickendorf,Reinickendorf,7.380038126361656,Rein,Reind
2110,SONNE - WASSER - NEUBAU - ERSTBEZUG - Luxuriöse 2-Zimmerwohnung direkt an der Spree,https://www.immobilienscout24.de/expose/115189250,1100.0,150.0,50.0,1300.0,3 Nettokaltmieten,3 von 6,52.97,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,Markgrafen Quartier Hausverwaltung GmbH,"10587 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10587 Berlin,,Charlottenburg,Charlottenburg,20.766471587691147,ChWi,Charl
2111,DACHGESCHOSSNEUBAU - ERSTBEZUG - bezugsfertig ab Februar,https://www.immobilienscout24.de/expose/115189396,1599.0,120.0,80.0,1799.0,3-Netto-Kaltmieten,5 von 5,90.0,4,3.0,1.0,,True,1902.0,2020.0,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,114.0,Markgrafen Quartier Hausverwaltung GmbH,"10249 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10249 Berlin,,Friedrichshain,Friedrichshain,17.766666666666666,FrKr,Frhai
2112,Erstbezug! Gemütliche 3 Zimmerwohnung mit Terrasse!,https://www.immobilienscout24.de/expose/115138642,1480.0,250.0,0.0,1730.0,3 Nettokaltmieten,,90.0,3,2.0,2.0,,True,2019.0,,Erstbezug,Fußbodenheizung,Fernwärme,,,,TRENDCITY GmbH Kurfürstendamm 67 10707 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,16.444444444444443,ChWi,Wilmd
2113,"WG-geeignet! Tolle Altbauwohnung mit geschliffenen Dielen, EBK und Wannenbad - Herrenhausstraße!",https://www.immobilienscout24.de/expose/115138627,949.42,73.0,116.0,1138.42,3 Nettokaltmieten,,84.77,3,,1.0,,True,1928.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,95.0,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","12487 Berlin, Johannisthal (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12487 Berlin,,Johannisthal,Alt-Treptow,11.19995281349534,TrKö,Alttr
2114,"Erstbezug nach Sanierung, nur 150 Meter zum Spreeufer! Schöne Altbauwohnung mit Dielen - Bossestraße",https://www.immobilienscout24.de/expose/115138647,1049.88,97.0,97.0,1243.88,3 Monats-Nettokaltmieten,2,77.14,2,1.0,1.0,,True,1910.0,2019.0,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10245 Berlin,,Friedrichshain,Friedrichshain,13.610059631838217,FrKr,Frhai
2115,"Erstbezug nach Sanierung: Bildschöne Altbauwohnung mit Balkon, Parkett, Dielen, Stuck + EBK",https://www.immobilienscout24.de/expose/115138699,1799.0,182.0,169.0,2150.0,3 Nettokaltmieten,4,141.32,4,3.0,2.0,,True,1905.0,2019.0,Erstbezug nach Sanierung,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,127.0,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10713 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10713 Berlin,,Wilmersdorf,Wilmersdorf,12.72997452589867,ChWi,Wilmd
2124,"Neubauwohnung mit Garten und Stellplatz, behindertengerecht, in ruhiger Seitenstraße,",https://www.immobilienscout24.de/expose/115159146,1450.0,200.0,0.0,1650.0,4000.00,1 von 4,103.0,3,2.0,2.0,,,2018.0,,Erstbezug,Wärmepumpe,Umweltwärme,liegt zur Besichtigung vor,,,Fa. Thomas C. Wöllmer - Liegenschaften - Berliner Straße 123 13467 Berlin-Hermsdorf,"13156 Berlin, Niederschönhausen (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13156 Berlin,,Niederschönhausen,Pankow,14.077669902912621,Pank,Panko
2132,Schöne 2-Zimmer-Einliegerwohnung in Friedrichshagen,https://www.immobilienscout24.de/expose/115101631,600.0,150.0,0.0,750.0,1800,2 von 2,60.0,2,,1.0,,True,1993.0,,Vollständig renoviert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,"12587 Berlin, Friedrichshagen (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12587 Berlin,,Friedrichshagen,Köpenick,10.0,TrKö,Köpen
2152,Wohnen auf höchstem Niveau - Erstbezug in eine hochwertig sanierte 3-Zi Stuck-Altbau-Whg mit Balkon,https://www.immobilienscout24.de/expose/115098525,1500.0,400.0,0.0,1900.0,4500.-,4 von 5,105.0,3,3.0,2.0,True,True,1908.0,2020.0,Erstbezug nach Sanierung,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,"12167 berlin, Steglitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12167 berlin,,Steglitz,Steglitz,14.285714285714286,StZe,Stegl
2155,"ERSTBEZUG, NEUBAU 2019, TERRASSE, Charlottenburg!!!",https://www.immobilienscout24.de/expose/114995952,1550.0,250.0,0.0,1800.0,3 Nettokaltmieten,3,85.0,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,,,,,"Kleinecke, Erste Mitwohnzentrale e. K. Sybelstr. 52-53 10629 Berlin","14059 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14059 Berlin,,Charlottenburg,Charlottenburg,18.235294117647058,ChWi,Charl
2195,Penthouse direkt am Kollwitzplatz . TOP Lage und Kiez im Prenzlauer Berg,https://www.immobilienscout24.de/expose/114893267,1650.0,210.0,0.0,1860.0,3 Monatsmieten,6 von 5,77.0,2,1.0,1.0,True,True,,2019.0,Modernisiert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Scholtz Immobilien - Anlagevermittlung Kurfürstendamm 115 b 10711 Berlin,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10405 Berlin,,Prenzlauer Berg,Prenzlauer Berg,21.428571428571427,Pank,Prenz
2196,Erstbezug . Penthousewohnung . 3 - 4 Zimmer - direkt am Kollwitzplatz im Prenzlauer Berg,https://www.immobilienscout24.de/expose/114894039,2850.0,490.0,0.0,3340.0,3 Monatsmieten,6 von 5,183.0,3,2.0,2.0,True,True,,2019.0,Erstbezug,Zentralheizung,,liegt vor,Bedarfsausweis,,Scholtz Immobilien - Anlagevermittlung Kurfürstendamm 115 b 10711 Berlin,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10405 Berlin,,Prenzlauer Berg,Prenzlauer Berg,15.573770491803279,Pank,Prenz
2214,"Wohnen wie im Schloß! Sensationeller Erstbezug, besonders repräsentatives Haus dicht Potsdamer Platz",https://www.immobilienscout24.de/expose/114836985,2100.0,300.0,180.0,2580.0,3 Monats-Nettokaltmieten,1,150.0,3,2.0,1.0,True,True,1900.0,2019.0,Erstbezug nach Sanierung,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,170.5,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10785 Berlin,,Tiergarten,Tiergarten,14.0,Mitt,Tierg
2218,Eindrucksvolles Penthouse - besonders repräsentatives Haus dicht Potsdamer Platz!,https://www.immobilienscout24.de/expose/114837076,2832.0,354.0,177.0,3363.0,3 Monats-Nettokaltmieten,4 von 5,177.0,4,3.0,1.0,True,True,2015.0,,Erstbezug,Fußbodenheizung,KWK erneuerbar,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10785 Berlin,,Tiergarten,Tiergarten,16.0,Mitt,Tierg
2222,Kunstpalais - ein besonderes Vergnügen! Exklusive Terrassenwohnung dicht Potsdamer Platz!,https://www.immobilienscout24.de/expose/114837003,2272.0,284.0,142.0,2698.0,3 Monats-Nettokaltmieten,4 von 5,142.0,3,2.0,1.0,True,True,2015.0,,Erstbezug,Fußbodenheizung,KWK erneuerbar,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10785 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10785 Berlin,,Tiergarten,Tiergarten,16.0,Mitt,Tierg
2231,Sonnendurchflutete Traumwohnung in Toplage am Kreuzpfuhl: Sehenswert und zum Verlieben!,https://www.immobilienscout24.de/expose/114836880,1313.0,165.0,120.0,1598.0,3 Nettokaltmieten,1 von 4,101.0,3,2.0,2.0,True,True,2014.0,2014.0,Neuwertig,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","13086 Berlin, Weißensee (Weißensee) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13086 Berlin,,Weißensee,Weißensee,13.0,Pank,Weißs
2265,1 Zimmer-Apartment,https://www.immobilienscout24.de/expose/114776849,284.62,55.8,0.0,389.0,3 Monatskaltmieten,,18.0,1,,,,True,2017.0,,Neuwertig,Fußbodenheizung,Gas,,,,Hausverwaltung High Living LLC Kurfürstendamm 195 10707 Berlin,"10117 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10117 Berlin,,Mitte,Mitte,15.812222222222223,Mitt,Mitte
2310,"Schöne, geräumige zwei Zimmer Wohnung in Berlin, Grunewald",https://www.immobilienscout24.de/expose/114691344,2100.0,850.0,0.0,2950.0,5500,3 von 3,95.0,"2,5",,1.0,True,True,,2019.0,Erstbezug nach Sanierung,,,,,,,"14193 Berlin, Grunewald (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14193 Berlin,,Grunewald,Wilmersdorf,22.105263157894736,ChWi,Wilmd
2351,Helle und großzügige Dachgeschosswohung,https://www.immobilienscout24.de/expose/114617320,990.0,450.0,,1440.0,EUR 2970,1 von 3,86.0,3,2.0,1.0,,True,1993.0,1993.0,Gepflegt,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Wirtschaftsberatung für Immobilien Klaus Schmidt Rosa-Luxemburg-Straße 7 16540 Hohen Neuendorf,"14167 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14167 Berlin,,Lichterfelde,Steglitz,11.511627906976743,StZe,Stegl
2366,Exklusive Altbau-Wohnung am Olivaerplatz,https://www.immobilienscout24.de/expose/114637150,2900.0,600.0,0.0,3500.0,3 Nettokaltmieten,1 von 5,180.0,6,3.0,2.0,,True,,,,,,liegt vor,Verbrauchsausweis,,IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,16.11111111111111,ChWi,Wilmd
2412,Hochwertig möbliertes 2 Zimmer-Apartment im belebten Samariterviertel,https://www.immobilienscout24.de/expose/114513166,1500.0,0.0,0.0,1500.0,2200.00,2,45.78,2,1.0,1.0,True,,2017.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,PRIMUS Immobilien AG | Vermietungsservice,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10247 Berlin,,Friedrichshain,Friedrichshain,32.7653997378768,FrKr,Frhai
2413,Hochwertig möbliertes 2 Zimmer-Apartment im belebten Samariterviertel,https://www.immobilienscout24.de/expose/114513175,1500.0,,0.0,1500.0,2200.00,1,47.0,2,1.0,1.0,True,,2017.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,PRIMUS Immobilien AG | Vermietungsservice,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10247 Berlin,,Friedrichshain,Friedrichshain,31.914893617021278,FrKr,Frhai
2428,"Ruhige Altbauwohnung im Sprengelkiez: mit EBK, Duschbad und großem Zimmer!",https://www.immobilienscout24.de/expose/114578897,649.88,48.0,55.0,752.88,3 Monats-Nettokaltmieten,2,48.68,1,,1.0,,True,1911.0,,,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","13353 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13353 Berlin,,Wedding,Wedding,13.350041084634347,Mitt,Weddg
2447,Spreeblick gefällig? Unvergleichbare 4-Zimmer-Wohnung am Spreeufer von Friedrichhain,https://www.immobilienscout24.de/expose/114508964,2980.0,370.0,0.0,3350.0,2400,4,142.0,4,3.0,2.0,True,True,2019.0,,Erstbezug,,,,,,PRIMUS Immobilien AG | Vermietungsservice,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10245 Berlin,,Friedrichshain,Friedrichshain,20.985915492957748,FrKr,Frhai
2448,Einzigartige Familienwohnung mit 4 Zimmern | Rooftop Terrasse | Balkon | 2 Bäder | Spreeblick !!!,https://www.immobilienscout24.de/expose/114508973,2200.0,280.0,0.0,2480.0,2400,4,109.0,4,3.0,2.0,True,True,2019.0,,Erstbezug,,,,,,PRIMUS Immobilien AG | Vermietungsservice,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10245 Berlin,,Friedrichshain,Friedrichshain,20.18348623853211,FrKr,Frhai
2449,Waterside Living Berlin - Exklusive 3 Zimmerwohnung mit Spreeblick,https://www.immobilienscout24.de/expose/114508984,2200.0,280.0,0.0,2480.0,2400,3,107.0,3,,,True,True,2019.0,,,,,,,,PRIMUS Immobilien AG | Vermietungsservice,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10245 Berlin,,Friedrichshain,Friedrichshain,20.560747663551403,FrKr,Frhai
2451,"Repräsentative 3 Zimmer-Wohnung mit Ankleide, Einbauküche, Spreeblick-Terrasse und 2 Bädern",https://www.immobilienscout24.de/expose/114508993,2400.0,290.0,0.0,2690.0,2400,4,111.0,3,3.0,2.0,,True,2019.0,2019.0,Erstbezug,,,,,,PRIMUS Immobilien AG | Vermietungsservice,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10245 Berlin,,Friedrichshain,Friedrichshain,21.62162162162162,FrKr,Frhai
2465,Wohnen nahe dem Lietzensee- WIRD NEU SANIERT-Arbeiten & Wohnen,https://www.immobilienscout24.de/expose/114436373,1588.0,283.0,0.0,1871.0,drei Kaltmieten,2 von 5,108.0,3,1.0,1.0,True,True,1911.0,,Erstbezug nach Sanierung,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14057 Berlin,,Charlottenburg,Charlottenburg,14.703703703703704,ChWi,Charl
2467,NAHE LIETZENSEE - WIRD FRISCH SANIERT- Kaiserdamm,https://www.immobilienscout24.de/expose/114437039,6174.0,1050.0,0.0,7224.0,drei Kaltmieten,3 von 5,420.0,10,8.0,4.0,True,True,1911.0,,Erstbezug nach Sanierung,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14057 Berlin,,Charlottenburg,Charlottenburg,14.7,ChWi,Charl
2469,NAHE LIETZENSEE - WIRD FRISCH SANIERT- Kaiserdamm,https://www.immobilienscout24.de/expose/114437147,3234.0,550.0,0.0,3784.0,drei Kaltmieten,3 von 5,220.0,5,3.0,2.0,True,True,1911.0,,Erstbezug nach Sanierung,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14057 Berlin,,Charlottenburg,Charlottenburg,14.7,ChWi,Charl
2500,"Vollständig renovierte 2-Zimmer-Wohnung mit Balkon und EBK in Oberschöneweide (Köpenick), Berlin",https://www.immobilienscout24.de/expose/114235580,880.0,150.0,,1030.0,2640,3 von 3,80.0,2,,1.0,,True,1908.0,,Vollständig renoviert,Etagenheizung,Gas,liegt zur Besichtigung vor,,,,"12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12459 Berlin,,Oberschöneweide,Köpenick,11.0,TrKö,Köpen
2501,"Exklusive, geräumige 1-Zimmer-Wohnung mit Balkon und Einbauküche, Berlin",https://www.immobilienscout24.de/expose/114235769,508.0,95.0,,603.0,1524,3 von 3,45.0,1,,1.0,,True,1908.0,,Vollständig renoviert,Etagenheizung,Gas,liegt zur Besichtigung vor,,,,"12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12459 Berlin,,Oberschöneweide,Köpenick,11.28888888888889,TrKö,Köpen
2508,+LIVE&LIVESTYLE in BERLINs-EUROPE-CITY-SINGLE LIVING+,https://www.immobilienscout24.de/expose/113961030,675.0,48.6,50.0,773.6,2025,4 von 6,27.0,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Bärlin Housing GmbH 10711 Berlin,"10557 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10557 Berlin,,Tiergarten,Tiergarten,25.0,Mitt,Tierg
2513,1-Zimmer-Wohnung nahe Tiergarten und Hauptbahnhof,https://www.immobilienscout24.de/expose/113975659,585.0,60.0,55.0,700.0,3 Kaltmieten,1 von 5,45.0,1,,1.0,,True,1872.0,,Saniert,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,Medusa Grundstücksverwaltungs GmbH,"10557 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10557 Berlin,,Tiergarten,Tiergarten,13.0,Mitt,Tierg
2514,Grosszügiges Erdgeschoss auf Walter-Friedländer Strasse,https://www.immobilienscout24.de/expose/114015747,1140.0,240.0,0.0,1480.0,entfällt,,81.33,2,1.0,1.0,True,True,2008.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,C. Becker Westfälische Str. 37 10711 Berlin,"10249 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10249 Berlin,,Prenzlauer Berg,Prenzlauer Berg,14.016967908520842,Pank,Prenz
2520,Erstbezug nach Sanierung 2-Zimmerwohnung in Berlin - Friedrichshain,https://www.immobilienscout24.de/expose/114090931,1197.02,72.0,98.0,1367.02,3591.06,2 von 4,65.59,2,1.0,1.0,,True,1905.0,2019.0,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Spremik GmbH Samariterstr. 12 10247 Berlin,"10243 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10243 Berlin,,Friedrichshain,Friedrichshain,18.250038115566397,FrKr,Frhai
2527,"Erstbezug nach Sanierung, Hochwertige 3-Zimmerwohnung, Teilgewerblich, Provisionsfrei!",https://www.immobilienscout24.de/expose/113832459,1144.0,132.0,132.0,1408.0,3432.00,,88.0,3,,,,,1900.0,2019.0,Saniert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,RENÉ ALEXANDER IMMOBILIEN GMBH Bundesallee 221 10719 Berlin,"13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13409 Berlin,,Reinickendorf,Reinickendorf,13.0,Rein,Reind
